poi_id,city,country,name,category,rating,estimated_visit_hours,ticket_eur,indoor,family_friendly,wheelchair_accessible,recommended_duration
P0400121,Belgrade,Serbia,Children's Discovery Museum at Sunrise Mews,museum,3.5,0.5,18,1,1,1,full_day
P0400122,Belgrade,Serbia,Velvet Mews Landmark of Printmaking and Architecture,landmark,4.8,1.0,22,0,0,1,quick
P0400123,Belgrade,Serbia,West West Mews Natural History Park,park,4.4,1.5,25,0,1,0,half_day
P0400124,Belgrade,Serbia,Zephyr Mews Architecture Market in University Quarter,market,4.0,2.0,30,0,1,1,half_day
P0400125,Belgrade,Serbia,Alder Passage Gallery of Contemporary Culture,gallery,3.6,2.5,35,1,1,1,full_day
P0400126,Belgrade,Serbia,Urban Ecology & Architecture Historic Site at Ash Passage,historic_site,4.9,3.0,40,0,1,1,quick
P0400127,Belgrade,Serbia,Garden District Birch Passage Viewpoint: Public Art,viewpoint,4.5,3.5,0,0,0,1,half_day
P0400128,Belgrade,Serbia,Lower Geology Food Hall — Briar Passage,food_hall,4.1,4.0,0,1,1,1,half_day
P0400129,Belgrade,Serbia,Ecology Church at Brook Passage,church,3.7,4.5,0,1,1,0,full_day
P0400130,Belgrade,Serbia,Cedar Passage Neighborhood of Design and Architecture,neighborhood,5.0,5.0,4,0,1,1,quick
P0400131,Belgrade,Serbia,Upper Clover Passage Literature Castle,castle,4.6,0.5,6,0,1,1,half_day
P0400132,Belgrade,Serbia,Copper Passage Architecture Science Museum in Station Quarter,science_museum,4.2,1.0,8,1,0,1,half_day
P0400133,Belgrade,Serbia,Elm Passage Zoo of Sculpture,zoo,3.8,1.5,10,0,1,1,full_day
P0400134,Belgrade,Serbia,Transport & Architecture Aquarium at Fern Passage,aquarium,3.4,2.0,12,1,1,1,quick
P0400135,Belgrade,Serbia,Old Town Flint Passage Botanical Garden: Fashion,botanical_garden,4.7,2.5,15,0,1,0,half_day
P0400136,Belgrade,Serbia,Canal Exploration Museum — Garnet Passage,museum,4.3,3.0,18,1,1,1,half_day
P0400137,Belgrade,Serbia,Photography Landmark at Hazel Passage,landmark,3.9,3.5,22,0,0,1,full_day
P0400138,Belgrade,Serbia,Iris Passage Park of Craft and Architecture,park,3.5,4.0,25,0,1,1,quick
P0400139,Belgrade,Serbia,Garden Juniper Passage Aviation Market,market,4.8,4.5,30,0,1,1,half_day
P0400140,Belgrade,Serbia,Larch Passage Architecture Gallery in Riverside,gallery,4.4,5.0,35,1,1,1,half_day
P0400141,Belgrade,Serbia,Laurel Passage Historic Site of Astronomy,historic_site,4.0,0.5,40,0,1,0,full_day
P0400142,Belgrade,Serbia,Graphic Arts & Architecture Viewpoint at Linden Passage,viewpoint,3.6,1.0,0,0,0,1,quick
P0400143,Belgrade,Serbia,Parkside Maple Passage Food Hall: Engineering,food_hall,4.9,1.5,0,1,1,1,half_day
P0400144,Belgrade,Serbia,New Science Church — Moss Passage,church,4.5,2.0,0,1,1,1,half_day
P0400145,Belgrade,Serbia,Ceramics Neighborhood at Oak Passage,neighborhood,4.1,2.5,4,0,1,1,full_day
P0400146,Belgrade,Serbia,Olive Passage Castle of Technology and Architecture,castle,3.7,3.0,6,0,1,1,quick
P0400147,Belgrade,Serbia,Old Orchid Passage Migration Science Museum,science_museum,5.0,3.5,8,1,0,0,half_day
P0400148,Belgrade,Serbia,Pearl Passage Architecture Zoo in University Quarter,zoo,4.6,4.0,10,0,1,1,half_day
P0400149,Belgrade,Serbia,Pine Passage Aquarium of City Memory,aquarium,4.2,4.5,12,1,1,1,full_day
P0400150,Belgrade,Serbia,Decorative Arts & Architecture Botanical Garden at Plum Passage,botanical_garden,3.8,5.0,15,0,1,1,quick
P0400151,Belgrade,Serbia,Garden District Reed Passage Museum: Railway,museum,3.4,0.5,18,1,1,1,half_day
P0400152,Belgrade,Serbia,Hilltop Textiles Landmark — Rose Passage,landmark,4.7,1.0,22,0,0,1,half_day
P0400153,Belgrade,Serbia,Typography Park at Rowan Passage,park,4.3,1.5,25,0,1,0,full_day
P0400154,Belgrade,Serbia,Sage Passage Market of Cinema and Architecture,market,3.9,2.0,30,0,1,1,quick
P0400155,Belgrade,Serbia,Riverside Silver Passage Postal History Gallery,gallery,3.5,2.5,35,1,1,1,half_day
P0400156,Belgrade,Serbia,Spruce Passage Architecture Historic Site in Station Quarter,historic_site,4.8,3.0,40,0,1,1,half_day
P0400157,Belgrade,Serbia,Stone Passage Viewpoint of Modern Art,viewpoint,4.4,3.5,0,0,0,1,full_day
P0400158,Belgrade,Serbia,Maritime & Technology Food Hall at Thistle Passage,food_hall,4.0,4.0,0,1,1,1,quick
P0400159,Belgrade,Serbia,Old Town Violet Passage Church: Local Life,church,3.6,4.5,0,1,1,0,half_day
P0400160,Belgrade,Serbia,Grand Riverside Neighborhood — Walnut Passage,neighborhood,4.9,5.0,4,0,1,1,half_day
P0400161,Belgrade,Serbia,Food Heritage Castle at Willow Passage,castle,4.5,0.5,6,0,1,1,full_day
P0400162,Belgrade,Serbia,Wren Passage Science Museum of Performing Arts and Technology,science_museum,4.1,1.0,8,1,0,1,quick
P0400163,Belgrade,Serbia,West Amber Passage Cartography Zoo,zoo,3.7,1.5,10,0,1,1,half_day
P0400164,Belgrade,Serbia,Aurora Passage Technology Aquarium in Riverside,aquarium,5.0,2.0,12,1,1,1,half_day
P0400165,Belgrade,Serbia,Canvas Passage Botanical Garden of Architecture,botanical_garden,4.6,2.5,15,0,1,0,full_day
P0400166,Belgrade,Serbia,Industrial Heritage & Technology Museum at Cobalt Passage,museum,4.2,3.0,18,1,1,1,quick
P0400167,Belgrade,Serbia,Parkside Coral Passage Landmark: Botanical,landmark,3.8,3.5,22,0,0,1,half_day
P0400168,Belgrade,Serbia,Lower Innovation Park — Dawn Passage,park,3.4,4.0,25,0,1,1,half_day
P0400169,Belgrade,Serbia,Children's Discovery Market at Ember Passage,market,4.7,4.5,30,0,1,1,full_day
P0400170,Belgrade,Serbia,Frost Passage Gallery of Printmaking and Technology,gallery,4.3,5.0,35,1,1,1,quick
P0400171,Belgrade,Serbia,Upper Golden Passage Natural History Historic Site,historic_site,3.9,0.5,40,0,1,0,half_day
P0400172,Belgrade,Serbia,Harbour Passage Technology Viewpoint in Harbour,viewpoint,3.5,1.0,0,0,0,1,half_day
P0400173,Belgrade,Serbia,Indigo Passage Food Hall of Contemporary Culture,food_hall,4.8,1.5,0,1,1,1,full_day
P0400174,Belgrade,Serbia,Urban Ecology & Technology Church at Ivory Passage,church,4.4,2.0,0,1,1,1,quick
P0400175,Belgrade,Serbia,Station Quarter Lantern Passage Neighborhood: Public Art,neighborhood,4.0,2.5,4,0,1,1,half_day
P0400176,Belgrade,Serbia,Canal Geology Castle — Marble Passage,castle,3.6,3.0,6,0,1,1,half_day
P0400177,Belgrade,Serbia,Ecology Science Museum at Meadow Passage,science_museum,4.9,3.5,8,1,0,0,full_day
P0400178,Belgrade,Serbia,Meridian Passage Zoo of Design and Technology,zoo,4.5,4.0,10,0,1,1,quick
P0400179,Belgrade,Serbia,Garden Moon Passage Literature Aquarium,aquarium,4.1,4.5,12,1,1,1,half_day
P0400180,Belgrade,Serbia,North Passage Technology Botanical Garden in Arts Quarter,botanical_garden,3.7,5.0,15,0,1,1,half_day
P0400181,Belgrade,Serbia,Opal Passage Museum of Sculpture,museum,5.0,0.5,18,1,1,1,full_day
P0400182,Belgrade,Serbia,Transport & Technology Landmark at Raven Passage,landmark,4.6,1.0,22,0,0,1,quick
P0400183,Belgrade,Serbia,Riverside Saffron Passage Park: Fashion,park,4.2,1.5,25,0,1,0,half_day
P0400184,Belgrade,Serbia,New Exploration Market — Solstice Passage,market,3.8,2.0,30,0,1,1,half_day
P0400185,Belgrade,Serbia,Photography Gallery at Sunrise Passage,gallery,3.4,2.5,35,1,1,1,full_day
P0400186,Belgrade,Serbia,Velvet Passage Historic Site of Craft and Technology,historic_site,4.7,3.0,40,0,1,1,quick
P0400187,Belgrade,Serbia,New West Passage Aviation Viewpoint,viewpoint,4.3,3.5,0,0,0,1,half_day
P0400188,Belgrade,Serbia,Zephyr Passage Technology Food Hall in Museum Quarter,food_hall,3.9,4.0,0,1,1,1,half_day
P0400189,Belgrade,Serbia,Alder Pavilion Church of Astronomy,church,3.5,4.5,0,1,1,0,full_day
P0400190,Belgrade,Serbia,Graphic Arts & Technology Neighborhood at Ash Pavilion,neighborhood,4.8,5.0,4,0,1,1,quick
P0400191,Belgrade,Serbia,University Quarter Birch Pavilion Castle: Engineering,castle,4.4,0.5,6,0,1,1,half_day
P0400192,Belgrade,Serbia,Central Science Science Museum — Briar Pavilion,science_museum,4.0,1.0,8,1,0,1,half_day
P0400193,Belgrade,Serbia,Ceramics Zoo at Brook Pavilion,zoo,3.6,1.5,10,0,1,1,full_day
P0400194,Belgrade,Serbia,Cedar Pavilion Aquarium of Technology and Technology,aquarium,4.9,2.0,12,1,1,1,quick
P0400195,Belgrade,Serbia,Hilltop Clover Pavilion Migration Botanical Garden,botanical_garden,4.5,2.5,15,0,1,0,half_day
P0400196,Belgrade,Serbia,Copper Pavilion Technology Museum in Harbour,museum,4.1,3.0,18,1,1,1,half_day
P0400197,Belgrade,Serbia,Elm Pavilion Landmark of City Memory,landmark,3.7,3.5,22,0,0,1,full_day
P0400198,Belgrade,Serbia,Decorative Arts & Technology Park at Fern Pavilion,park,5.0,4.0,25,0,1,1,quick
P0400199,Belgrade,Serbia,Station Quarter Flint Pavilion Market: Railway,market,4.6,4.5,30,0,1,1,half_day
P0400200,Belgrade,Serbia,Hidden Textiles Gallery — Garnet Pavilion,gallery,4.2,5.0,35,1,1,1,half_day
P0400201,Belgrade,Serbia,Typography Historic Site at Hazel Pavilion,historic_site,3.8,0.5,40,0,1,0,full_day
P0400202,Belgrade,Serbia,Iris Pavilion Viewpoint of Cinema and Technology,viewpoint,3.4,1.0,0,0,0,1,quick
P0400203,Belgrade,Serbia,Grand Juniper Pavilion Postal History Food Hall,food_hall,4.7,1.5,0,1,1,1,half_day
P0400204,Belgrade,Serbia,Larch Pavilion Technology Church in Arts Quarter,church,4.3,2.0,0,1,1,1,half_day
P0400205,Belgrade,Serbia,Laurel Pavilion Neighborhood of Modern Art,neighborhood,3.9,2.5,4,0,1,1,full_day
P0400206,Belgrade,Serbia,Maritime & Public Art Castle at Linden Pavilion,castle,3.5,3.0,6,0,1,1,quick
P0400207,Belgrade,Serbia,Riverside Maple Pavilion Science Museum: Local Life,science_museum,4.8,3.5,8,1,0,0,half_day
P0400208,Belgrade,Serbia,Harbour Riverside Zoo — Moss Pavilion,zoo,4.4,4.0,10,0,1,1,half_day
P0400209,Belgrade,Serbia,Food Heritage Aquarium at Oak Pavilion,aquarium,4.0,4.5,12,1,1,1,full_day
P0400210,Belgrade,Serbia,Olive Pavilion Botanical Garden of Performing Arts and Public Art,botanical_garden,3.6,5.0,15,0,1,1,quick
P0400211,Belgrade,Serbia,Lower Orchid Pavilion Cartography Museum,museum,4.9,0.5,18,1,1,1,half_day
P0400212,Belgrade,Serbia,Pearl Pavilion Public Art Landmark in Museum Quarter,landmark,4.5,1.0,22,0,0,1,half_day
P0400213,Belgrade,Serbia,Pine Pavilion Park of Architecture,park,4.1,1.5,25,0,1,0,full_day
P0400214,Belgrade,Serbia,Industrial Heritage & Public Art Market at Plum Pavilion,market,3.7,2.0,30,0,1,1,quick
P0400215,Belgrade,Serbia,University Quarter Reed Pavilion Gallery: Botanical,gallery,5.0,2.5,35,1,1,1,half_day
P0400216,Belgrade,Serbia,North Innovation Historic Site — Rose Pavilion,historic_site,4.6,3.0,40,0,1,1,half_day
P0400217,Belgrade,Serbia,Children's Discovery Viewpoint at Rowan Pavilion,viewpoint,4.2,3.5,0,0,0,1,full_day
P0400218,Belgrade,Serbia,Sage Pavilion Food Hall of Printmaking and Public Art,food_hall,3.8,4.0,0,1,1,1,quick
P0400219,Belgrade,Serbia,Canal Silver Pavilion Natural History Church,church,3.4,4.5,0,1,1,0,half_day
P0400220,Belgrade,Serbia,Spruce Pavilion Public Art Neighborhood in Harbour,neighborhood,4.7,5.0,4,0,1,1,half_day
P0400221,Belgrade,Serbia,Stone Pavilion Castle of Contemporary Culture,castle,4.3,0.5,6,0,1,1,full_day
P0400222,Belgrade,Serbia,Urban Ecology & Public Art Science Museum at Thistle Pavilion,science_museum,3.9,1.0,8,1,0,1,quick
P0400223,Belgrade,Serbia,Station Quarter Violet Pavilion Zoo: Public Art,zoo,3.5,1.5,10,0,1,1,half_day
P0400224,Belgrade,Serbia,Royal Geology Aquarium — Walnut Pavilion,aquarium,4.8,2.0,12,1,1,1,half_day
P0400225,Belgrade,Serbia,Ecology Botanical Garden at Willow Pavilion,botanical_garden,4.4,2.5,15,0,1,0,full_day
P0400226,Belgrade,Serbia,Wren Pavilion Museum of Design and Public Art,museum,4.0,3.0,18,1,1,1,quick
P0400227,Belgrade,Serbia,New Amber Pavilion Literature Landmark,landmark,3.6,3.5,22,0,0,1,half_day
P0400228,Belgrade,Serbia,Aurora Pavilion Public Art Park in Canal Side,park,4.9,4.0,25,0,1,1,half_day
P0400229,Belgrade,Serbia,Canvas Pavilion Market of Sculpture,market,4.5,4.5,30,0,1,1,full_day
P0400230,Belgrade,Serbia,Transport & Public Art Gallery at Cobalt Pavilion,gallery,4.1,5.0,35,1,1,1,quick
P0400231,Belgrade,Serbia,Museum Quarter Coral Pavilion Historic Site: Fashion,historic_site,3.7,0.5,40,0,1,0,half_day
P0400232,Belgrade,Serbia,Central Exploration Viewpoint — Dawn Pavilion,viewpoint,5.0,1.0,0,0,0,1,half_day
P0400233,Belgrade,Serbia,Photography Food Hall at Ember Pavilion,food_hall,4.6,1.5,0,1,1,1,full_day
P0400234,Belgrade,Serbia,Frost Pavilion Church of Craft and Public Art,church,4.2,2.0,0,1,1,1,quick
P0400235,Belgrade,Serbia,Hilltop Golden Pavilion Aviation Neighborhood,neighborhood,3.8,2.5,4,0,1,1,half_day
P0400236,Belgrade,Serbia,Harbour Pavilion Public Art Castle in Market Quarter,castle,3.4,3.0,6,0,1,1,half_day
P0400237,Belgrade,Serbia,Indigo Pavilion Science Museum of Astronomy,science_museum,4.7,3.5,8,1,0,0,full_day
P0400238,Belgrade,Serbia,Graphic Arts & Public Art Zoo at Ivory Pavilion,zoo,4.3,4.0,10,0,1,1,quick
P0400239,Belgrade,Serbia,Harbour Lantern Pavilion Aquarium: Engineering,aquarium,3.9,4.5,12,1,1,1,half_day
P0400240,Belgrade,Serbia,Hidden Science Botanical Garden — Marble Pavilion,botanical_garden,3.5,5.0,15,0,1,1,half_day
P0400241,Belgrade,Serbia,Ceramics Museum at Meadow Pavilion,museum,4.8,0.5,18,1,1,1,full_day
P0400242,Belgrade,Serbia,Meridian Pavilion Landmark of Technology and Public Art,landmark,4.4,1.0,22,0,0,1,quick
P0400243,Belgrade,Serbia,Grand Moon Pavilion Migration Park,park,4.0,1.5,25,0,1,0,half_day
P0400244,Belgrade,Serbia,North Pavilion Public Art Market in City Centre,market,3.6,2.0,30,0,1,1,half_day
P0400245,Belgrade,Serbia,Opal Pavilion Gallery of City Memory,gallery,4.9,2.5,35,1,1,1,full_day
P0400246,Belgrade,Serbia,Decorative Arts & Public Art Historic Site at Raven Pavilion,historic_site,4.5,3.0,40,0,1,1,quick
P0400247,Belgrade,Serbia,Arts Quarter Saffron Pavilion Viewpoint: Railway,viewpoint,4.1,3.5,0,0,0,1,half_day
P0400248,Belgrade,Serbia,Harbour Textiles Food Hall — Solstice Pavilion,food_hall,3.7,4.0,0,1,1,1,half_day
P0400249,Belgrade,Serbia,Typography Church at Sunrise Pavilion,church,5.0,4.5,0,1,1,0,full_day
P0400250,Belgrade,Serbia,Velvet Pavilion Neighborhood of Cinema and Public Art,neighborhood,4.6,5.0,4,0,1,1,quick
P0400251,Belgrade,Serbia,Lower West Pavilion Postal History Castle,castle,4.2,0.5,6,0,1,1,half_day
P0400252,Belgrade,Serbia,Zephyr Pavilion Public Art Science Museum in Canal Side,science_museum,3.8,1.0,8,1,0,1,half_day
P0400253,Belgrade,Serbia,Alder Pier Zoo of Modern Art,zoo,3.4,1.5,10,0,1,1,full_day
P0400254,Belgrade,Serbia,Maritime & Local Makers Aquarium at Ash Pier,aquarium,4.7,2.0,12,1,1,1,quick
P0400255,Belgrade,Serbia,Museum Quarter Birch Pier Botanical Garden: Local Life,botanical_garden,4.3,2.5,15,0,1,0,half_day
P0400256,Belgrade,Serbia,North Riverside Museum — Briar Pier,museum,3.9,3.0,18,1,1,1,half_day
P0400257,Belgrade,Serbia,Food Heritage Landmark at Brook Pier,landmark,3.5,3.5,22,0,0,1,full_day
P0400258,Belgrade,Serbia,Cedar Pier Park of Performing Arts and Local Makers,park,4.8,4.0,25,0,1,1,quick
P0400259,Belgrade,Serbia,Canal Clover Pier Cartography Market,market,4.4,4.5,30,0,1,1,half_day
P0400260,Belgrade,Serbia,Copper Pier Local Makers Gallery in Market Quarter,gallery,4.0,5.0,35,1,1,1,half_day
P0400261,Belgrade,Serbia,Elm Pier Historic Site of Architecture,historic_site,3.6,0.5,40,0,1,0,full_day
P0400262,Belgrade,Serbia,Industrial Heritage & Local Makers Viewpoint at Fern Pier,viewpoint,4.9,1.0,0,0,0,1,quick
P0400263,Belgrade,Serbia,Harbour Flint Pier Food Hall: Botanical,food_hall,4.5,1.5,0,1,1,1,half_day
P0400264,Belgrade,Serbia,Royal Innovation Church — Garnet Pier,church,4.1,2.0,0,1,1,1,half_day
P0400265,Belgrade,Serbia,Children's Discovery Neighborhood at Hazel Pier,neighborhood,3.7,2.5,4,0,1,1,full_day
P0400266,Belgrade,Serbia,Iris Pier Castle of Printmaking and Local Makers,castle,5.0,3.0,6,0,1,1,quick
P0400267,Belgrade,Serbia,New Juniper Pier Natural History Science Museum,science_museum,4.6,3.5,8,1,0,0,half_day
P0400268,Belgrade,Serbia,Larch Pier Local Makers Zoo in City Centre,zoo,4.2,4.0,10,0,1,1,half_day
P0400269,Belgrade,Serbia,Laurel Pier Aquarium of Contemporary Culture,aquarium,3.8,4.5,12,1,1,1,full_day
P0400270,Belgrade,Serbia,Urban Ecology & Local Makers Botanical Garden at Linden Pier,botanical_garden,3.4,5.0,15,0,1,1,quick
P0400271,Belgrade,Serbia,Arts Quarter Maple Pier Museum: Public Art,museum,4.7,0.5,18,1,1,1,half_day
P0400272,Belgrade,Serbia,Central Geology Landmark — Moss Pier,landmark,4.3,1.0,22,0,0,1,half_day
P0400273,Belgrade,Serbia,Ecology Park at Oak Pier,park,3.9,1.5,25,0,1,0,full_day
P0400274,Belgrade,Serbia,Olive Pier Market of Design and Local Makers,market,3.5,2.0,30,0,1,1,quick
P0400275,Belgrade,Serbia,Hilltop Orchid Pier Literature Gallery,gallery,4.8,2.5,35,1,1,1,half_day
P0400276,Belgrade,Serbia,Pearl Pier Local Makers Historic Site in Canal Side,historic_site,4.4,3.0,40,0,1,1,half_day
P0400277,Belgrade,Serbia,Pine Pier Viewpoint of Sculpture,viewpoint,4.0,3.5,0,0,0,1,full_day
P0400278,Belgrade,Serbia,Transport & Local Makers Food Hall at Plum Pier,food_hall,3.6,4.0,0,1,1,1,quick
P0400279,Belgrade,Serbia,Market Quarter Reed Pier Church: Fashion,church,4.9,4.5,0,1,1,0,half_day
P0400280,Belgrade,Serbia,Hidden Exploration Neighborhood — Rose Pier,neighborhood,4.5,5.0,4,0,1,1,half_day
P0400281,Belgrade,Serbia,Photography Castle at Rowan Pier,castle,4.1,0.5,6,0,1,1,full_day
P0400282,Belgrade,Serbia,Sage Pier Science Museum of Craft and Local Makers,science_museum,3.7,1.0,8,1,0,1,quick
P0400283,Belgrade,Serbia,Hidden Silver Pier Aviation Zoo,zoo,5.0,1.5,10,0,1,1,half_day
P0400284,Belgrade,Serbia,Spruce Pier Local Makers Aquarium in Parkside,aquarium,4.6,2.0,12,1,1,1,half_day
P0400285,Belgrade,Serbia,Stone Pier Botanical Garden of Astronomy,botanical_garden,4.2,2.5,15,0,1,0,full_day
P0400286,Belgrade,Serbia,Graphic Arts & Local Makers Museum at Thistle Pier,museum,3.8,3.0,18,1,1,1,quick
P0400287,Belgrade,Serbia,City Centre Violet Pier Landmark: Engineering,landmark,3.4,3.5,22,0,0,1,half_day
P0400288,Belgrade,Serbia,Market Science Park — Walnut Pier,park,4.7,4.0,25,0,1,1,half_day
P0400289,Belgrade,Serbia,Ceramics Market at Willow Pier,market,4.3,4.5,30,0,1,1,full_day
P0400290,Belgrade,Serbia,Wren Pier Gallery of Technology and Local Makers,gallery,3.9,5.0,35,1,1,1,quick
P0400291,Belgrade,Serbia,Harbour Amber Pier Migration Historic Site,historic_site,3.5,0.5,40,0,1,0,half_day
P0400292,Belgrade,Serbia,Aurora Pier Local Makers Viewpoint in Garden District,viewpoint,4.8,1.0,0,0,0,1,half_day
P0400293,Belgrade,Serbia,Canvas Pier Food Hall of City Memory,food_hall,4.4,1.5,0,1,1,1,full_day
P0400294,Belgrade,Serbia,Decorative Arts & Local Makers Church at Cobalt Pier,church,4.0,2.0,0,1,1,1,quick
P0400295,Belgrade,Serbia,Canal Side Coral Pier Neighborhood: Railway,neighborhood,3.6,2.5,4,0,1,1,half_day
P0400296,Belgrade,Serbia,South Textiles Castle — Dawn Pier,castle,4.9,3.0,6,0,1,1,half_day
P0400297,Belgrade,Serbia,Typography Science Museum at Ember Pier,science_museum,4.5,3.5,8,1,0,0,full_day
P0400298,Belgrade,Serbia,Frost Pier Zoo of Cinema and Local Makers,zoo,4.1,4.0,10,0,1,1,quick
P0400299,Belgrade,Serbia,North Golden Pier Postal History Aquarium,aquarium,3.7,4.5,12,1,1,1,half_day
P0400300,Belgrade,Serbia,Harbour Pier Local Makers Botanical Garden in Old Town,botanical_garden,5.0,5.0,15,0,1,1,half_day
P0400301,Belgrade,Serbia,Indigo Pier Museum of Modern Art,museum,4.6,0.5,18,1,1,1,full_day
P0400302,Belgrade,Serbia,Maritime & Photography Landmark at Ivory Pier,landmark,4.2,1.0,22,0,0,1,quick
P0400303,Belgrade,Serbia,Market Quarter Lantern Pier Park: Local Life,park,3.8,1.5,25,0,1,0,half_day
P0400304,Belgrade,Serbia,Civic Riverside Market — Marble Pier,market,3.4,2.0,30,0,1,1,half_day
P0400305,Belgrade,Serbia,Food Heritage Gallery at Meadow Pier,gallery,4.7,2.5,35,1,1,1,full_day
P0400306,Belgrade,Serbia,Meridian Pier Historic Site of Performing Arts and Photography,historic_site,4.3,3.0,40,0,1,1,quick
P0400307,Belgrade,Serbia,Royal Moon Pier Cartography Viewpoint,viewpoint,3.9,3.5,0,0,0,1,half_day
P0400308,Belgrade,Serbia,North Pier Photography Food Hall in Parkside,food_hall,3.5,4.0,0,1,1,1,half_day
P0400309,Belgrade,Serbia,Opal Pier Church of Architecture,church,4.8,4.5,0,1,1,0,full_day
P0400310,Belgrade,Serbia,Industrial Heritage & Photography Neighborhood at Raven Pier,neighborhood,4.4,5.0,4,0,1,1,quick
P0400311,Belgrade,Serbia,City Centre Saffron Pier Castle: Botanical,castle,4.0,0.5,6,0,1,1,half_day
P0400312,Belgrade,Serbia,East Innovation Science Museum — Solstice Pier,science_museum,3.6,1.0,8,1,0,1,half_day
P0400313,Belgrade,Serbia,Children's Discovery Zoo at Sunrise Pier,zoo,4.9,1.5,10,0,1,1,full_day
P0400314,Belgrade,Serbia,Velvet Pier Aquarium of Printmaking and Photography,aquarium,4.5,2.0,12,1,1,1,quick
P0400315,Belgrade,Serbia,Central West Pier Natural History Botanical Garden,botanical_garden,4.1,2.5,15,0,1,0,half_day
P0400316,Belgrade,Serbia,Zephyr Pier Photography Museum in Garden District,museum,3.7,3.0,18,1,1,1,half_day
P0400317,Belgrade,Serbia,Alder Plaza Landmark of Contemporary Culture,landmark,5.0,3.5,22,0,0,1,full_day
P0400318,Belgrade,Serbia,Urban Ecology & Photography Park at Ash Plaza,park,4.6,4.0,25,0,1,1,quick
P0400319,Belgrade,Serbia,Canal Side Birch Plaza Market: Public Art,market,4.2,4.5,30,0,1,1,half_day
P0400320,Belgrade,Serbia,Green Geology Gallery — Briar Plaza,gallery,3.8,5.0,35,1,1,1,half_day
P0400321,Belgrade,Serbia,Ecology Historic Site at Brook Plaza,historic_site,3.4,0.5,40,0,1,0,full_day
P0400322,Belgrade,Serbia,Cedar Plaza Viewpoint of Design and Photography,viewpoint,4.7,1.0,0,0,0,1,quick
P0400323,Belgrade,Serbia,Hidden Clover Plaza Literature Food Hall,food_hall,4.3,1.5,0,1,1,1,half_day
P0400324,Belgrade,Serbia,Copper Plaza Photography Church in Old Town,church,3.9,2.0,0,1,1,1,half_day
P0400325,Belgrade,Serbia,Elm Plaza Neighborhood of Sculpture,neighborhood,3.5,2.5,4,0,1,1,full_day
P0400326,Belgrade,Serbia,Transport & Photography Castle at Fern Plaza,castle,4.8,3.0,6,0,1,1,quick
P0400327,Belgrade,Serbia,Market Quarter Flint Plaza Science Museum: Fashion,science_museum,4.4,3.5,8,1,0,0,half_day
P0400328,Belgrade,Serbia,Market Exploration Zoo — Garnet Plaza,zoo,4.0,4.0,10,0,1,1,half_day
P0400329,Belgrade,Serbia,Photography Aquarium at Hazel Plaza,aquarium,3.6,4.5,12,1,1,1,full_day
P0400330,Belgrade,Serbia,Iris Plaza Botanical Garden of Craft and Photography,botanical_garden,4.9,5.0,15,0,1,1,quick
P0400331,Belgrade,Serbia,Harbour Juniper Plaza Aviation Museum,museum,4.5,0.5,18,1,1,1,half_day
P0400332,Belgrade,Serbia,Larch Plaza Photography Landmark in University Quarter,landmark,4.1,1.0,22,0,0,1,half_day
P0400333,Belgrade,Serbia,Laurel Plaza Park of Astronomy,park,3.7,1.5,25,0,1,0,full_day
P0400334,Belgrade,Serbia,Graphic Arts & Photography Market at Linden Plaza,market,5.0,2.0,30,0,1,1,quick
P0400335,Belgrade,Serbia,Garden District Maple Plaza Gallery: Engineering,gallery,4.6,2.5,35,1,1,1,half_day
P0400336,Belgrade,Serbia,South Science Historic Site — Moss Plaza,historic_site,4.2,3.0,40,0,1,1,half_day
P0400337,Belgrade,Serbia,Ceramics Viewpoint at Oak Plaza,viewpoint,3.8,3.5,0,0,0,1,full_day
P0400338,Belgrade,Serbia,Olive Plaza Food Hall of Technology and Photography,food_hall,3.4,4.0,0,1,1,1,quick
P0400339,Belgrade,Serbia,North Orchid Plaza Migration Church,church,4.7,4.5,0,1,1,0,half_day
P0400340,Belgrade,Serbia,Pearl Plaza Photography Neighborhood in Station Quarter,neighborhood,4.3,5.0,4,0,1,1,half_day
P0400341,Belgrade,Serbia,Pine Plaza Castle of City Memory,castle,3.9,0.5,6,0,1,1,full_day
P0400342,Belgrade,Serbia,Decorative Arts & Photography Science Museum at Plum Plaza,science_museum,3.5,1.0,8,1,0,1,quick
P0400343,Belgrade,Serbia,Old Town Reed Plaza Zoo: Railway,zoo,4.8,1.5,10,0,1,1,half_day
P0400344,Belgrade,Serbia,Civic Textiles Aquarium — Rose Plaza,aquarium,4.4,2.0,12,1,1,1,half_day
P0400345,Belgrade,Serbia,Typography Botanical Garden at Rowan Plaza,botanical_garden,4.0,2.5,15,0,1,0,full_day
P0400346,Belgrade,Serbia,Sage Plaza Museum of Cinema and Photography,museum,3.6,3.0,18,1,1,1,quick
P0400347,Belgrade,Serbia,Royal Silver Plaza Postal History Landmark,landmark,4.9,3.5,22,0,0,1,half_day
P0400348,Belgrade,Serbia,Spruce Plaza Photography Park in Riverside,park,4.5,4.0,25,0,1,1,half_day
P0400349,Belgrade,Serbia,Stone Plaza Market of Modern Art,market,4.1,4.5,30,0,1,1,full_day
P0400350,Belgrade,Serbia,Maritime & Industrial Heritage Gallery at Thistle Plaza,gallery,3.7,5.0,35,1,1,1,quick
