restaurant_id,city,country,name,cuisine,rating,price_level,avg_meal_eur,vegetarian_options,vegan_options,reservation_recommended,family_friendly,area
R0321269,Ljubljana,Slovenia,The Skillet Table · Ljubljana,mediterranean,4.3,1,23,1,1,0,1,East Side
R0321270,Ljubljana,Slovenia,Station Quarter Spoon Table · Ljubljana,vegan,3.6,2,39,0,1,0,1,Station Quarter
R0321271,Ljubljana,Slovenia,Honest Table & Cinnamon Bistro · Ljubljana,street_food,4.7,3,55,1,0,1,1,Harbour
R0321272,Ljubljana,Slovenia,Thyme House by Honest · Ljubljana,fine_dining,4.0,4,48,1,0,1,1,Riverside
R0321273,Ljubljana,Slovenia,Honest Walnut Bistro · Ljubljana,bakery,3.3,1,28,0,1,0,0,Parkside
R0321274,Ljubljana,Slovenia,Willow & Cinnamon · Ljubljana,cafe,4.4,2,44,1,1,0,1,Centre
R0321275,Ljubljana,Slovenia,The Ember Bistro · Ljubljana,seafood,3.7,3,37,1,0,1,1,University District
R0321276,Ljubljana,Slovenia,West End Flour Bistro · Ljubljana,middle_eastern,4.8,4,53,0,0,1,1,West End
R0321277,Ljubljana,Slovenia,Slow Kettle & Cinnamon Bistro · Ljubljana,indian,4.1,1,33,1,1,0,1,Museum District
R0321278,Ljubljana,Slovenia,Lantern House by Slow · Ljubljana,local,3.4,2,26,1,1,0,0,Business District
R0321279,Ljubljana,Slovenia,Slow Mill Bistro · Ljubljana,italian,4.5,3,42,0,0,1,1,Old Town
R0321280,Ljubljana,Slovenia,Mosaic & Cinnamon · Ljubljana,asian,3.8,4,58,1,0,1,1,Market District
R0321281,Ljubljana,Slovenia,The Nook Bistro · Ljubljana,mediterranean,4.9,1,38,1,1,0,1,East Side
R0321282,Ljubljana,Slovenia,Station Quarter Oak Bistro · Ljubljana,vegan,4.2,2,31,0,1,0,1,Station Quarter
R0321283,Ljubljana,Slovenia,Slow Pear & Cinnamon Bistro · Ljubljana,street_food,3.5,3,47,1,0,1,0,Harbour
R0321284,Ljubljana,Slovenia,Poppy House by Slow · Ljubljana,fine_dining,4.6,4,63,1,0,1,1,Riverside
R0321285,Ljubljana,Slovenia,Slow Quince Bistro · Ljubljana,bakery,3.9,1,20,0,1,0,1,Parkside
R0321286,Ljubljana,Slovenia,Stone & Cinnamon · Ljubljana,cafe,3.2,2,36,1,1,0,1,Centre
R0321287,Ljubljana,Slovenia,The Vine Bistro · Ljubljana,seafood,4.3,3,52,1,0,1,1,University District
R0321288,Ljubljana,Slovenia,West End Yard Café · Ljubljana,middle_eastern,3.6,4,45,0,0,1,0,West End
R0321289,Ljubljana,Slovenia,Bright Fennel & Cinnamon Café · Ljubljana,indian,4.7,1,25,1,1,0,1,Museum District
R0321290,Ljubljana,Slovenia,Clove House by Bright · Ljubljana,local,4.0,2,41,1,1,0,1,Business District
R0321291,Ljubljana,Slovenia,Bright Cinnamon Café · Ljubljana,italian,3.3,3,57,0,0,1,1,Old Town
R0321292,Ljubljana,Slovenia,Barley & Cinnamon · Ljubljana,asian,4.4,4,50,1,0,1,1,Market District
R0321293,Ljubljana,Slovenia,The Honey Café · Ljubljana,mediterranean,3.7,1,30,1,1,0,0,East Side
R0321294,Ljubljana,Slovenia,Station Quarter Maple Café · Ljubljana,vegan,4.8,2,46,0,1,0,1,Station Quarter
R0321295,Ljubljana,Slovenia,Bright Sage & Cinnamon Café · Ljubljana,street_food,4.1,3,39,1,0,1,1,Harbour
R0321296,Ljubljana,Slovenia,Apron House by Bright · Ljubljana,fine_dining,3.4,4,55,1,0,1,1,Riverside
R0321297,Ljubljana,Slovenia,Bright Basil Café · Ljubljana,bakery,4.5,1,35,0,1,0,1,Parkside
R0321298,Ljubljana,Slovenia,Bowl & Barley · Ljubljana,cafe,3.8,2,28,1,1,0,0,Centre
R0321299,Ljubljana,Slovenia,The Brick Café · Ljubljana,seafood,4.9,3,44,1,0,1,1,University District
R0321300,Ljubljana,Slovenia,West End Canteen Café · Ljubljana,middle_eastern,4.2,4,60,0,0,1,1,West End
R0321301,Ljubljana,Slovenia,Bright Caraway & Barley Café · Ljubljana,indian,3.5,1,17,1,1,0,1,Museum District
R0321302,Ljubljana,Slovenia,Cedar House by Red · Ljubljana,local,4.6,2,33,1,1,0,1,Business District
R0321303,Ljubljana,Slovenia,Red Copper Café · Ljubljana,italian,3.9,3,49,0,0,1,0,Old Town
R0321304,Ljubljana,Slovenia,Coriander & Barley · Ljubljana,asian,3.2,4,65,1,0,1,1,Market District
R0321305,Ljubljana,Slovenia,The Fig Eatery · Ljubljana,mediterranean,4.3,1,22,1,1,0,1,East Side
R0321306,Ljubljana,Slovenia,Station Quarter Fork Eatery · Ljubljana,vegan,3.6,2,38,0,1,0,1,Station Quarter
R0321307,Ljubljana,Slovenia,Red Garden & Barley Eatery · Ljubljana,street_food,4.7,3,54,1,0,1,1,Harbour
R0321308,Ljubljana,Slovenia,Grain House by Red · Ljubljana,fine_dining,4.0,4,47,1,0,1,0,Riverside
R0321309,Ljubljana,Slovenia,Red Hearth Eatery · Ljubljana,bakery,3.3,1,27,0,1,0,1,Parkside
R0321310,Ljubljana,Slovenia,Juniper & Barley · Ljubljana,cafe,4.4,2,43,1,1,0,1,Centre
R0321311,Ljubljana,Slovenia,The Ladle Eatery · Ljubljana,seafood,3.7,3,36,1,0,1,1,University District
R0321312,Ljubljana,Slovenia,West End Lemon Eatery · Ljubljana,middle_eastern,4.8,4,52,0,0,1,1,West End
R0321313,Ljubljana,Slovenia,Red Market & Barley Eatery · Ljubljana,indian,4.1,1,32,1,1,0,0,Museum District
R0321314,Ljubljana,Slovenia,Mint House by Red · Ljubljana,local,3.4,2,48,1,1,0,1,Business District
R0321315,Ljubljana,Slovenia,Blue Olive Eatery · Ljubljana,italian,4.5,3,41,0,0,1,1,Old Town
R0321316,Ljubljana,Slovenia,Orchard & Barley · Ljubljana,asian,3.8,4,57,1,0,1,1,Market District
R0321317,Ljubljana,Slovenia,The Oven Eatery · Ljubljana,mediterranean,4.9,1,37,1,1,0,1,East Side
R0321318,Ljubljana,Slovenia,Station Quarter Pantry Eatery · Ljubljana,vegan,4.2,2,30,0,1,0,0,Station Quarter
R0321319,Ljubljana,Slovenia,Blue Pepper & Barley Eatery · Ljubljana,street_food,3.5,3,46,1,0,1,1,Harbour
R0321320,Ljubljana,Slovenia,Plate House by Blue · Ljubljana,fine_dining,4.6,4,62,1,0,1,1,Riverside
R0321321,Ljubljana,Slovenia,Blue Rosemary Eatery · Ljubljana,bakery,3.9,1,19,0,1,0,1,Parkside
R0321322,Ljubljana,Slovenia,Saffron & Barley · Ljubljana,cafe,3.2,2,35,1,1,0,1,Centre
R0321323,Ljubljana,Slovenia,The Salt Dining Room · Ljubljana,seafood,4.3,3,51,1,0,1,0,University District
R0321324,Ljubljana,Slovenia,West End Skillet Dining Room · Ljubljana,middle_eastern,3.6,4,44,0,0,1,1,West End
R0321325,Ljubljana,Slovenia,Blue Spoon & Barley Dining Room · Ljubljana,indian,4.7,1,24,1,1,0,1,Museum District
R0321326,Ljubljana,Slovenia,Table House by Blue · Ljubljana,local,4.0,2,40,1,1,0,1,Business District
R0321327,Ljubljana,Slovenia,Blue Thyme Dining Room · Ljubljana,italian,3.3,3,56,0,0,1,1,Old Town
R0321328,Ljubljana,Slovenia,Walnut & Barley · Ljubljana,asian,4.4,4,49,1,0,1,0,Market District
R0321329,Ljubljana,Slovenia,The Willow Dining Room · Ljubljana,mediterranean,3.7,1,29,1,1,0,1,East Side
R0321330,Ljubljana,Slovenia,Station Quarter Ember Dining Room · Ljubljana,vegan,4.8,2,45,0,1,0,1,Station Quarter
R0321331,Ljubljana,Slovenia,North Flour & Barley Dining Room · Ljubljana,street_food,4.1,3,38,1,0,1,1,Harbour
R0321332,Ljubljana,Slovenia,Kettle House by North · Ljubljana,fine_dining,3.4,4,54,1,0,1,1,Riverside
R0321333,Ljubljana,Slovenia,North Lantern Dining Room · Ljubljana,bakery,4.5,1,34,0,1,0,0,Parkside
R0321334,Ljubljana,Slovenia,Mill & Barley · Ljubljana,cafe,3.8,2,27,1,1,0,1,Centre
R0321335,Ljubljana,Slovenia,The Mosaic Dining Room · Ljubljana,seafood,4.9,3,43,1,0,1,1,University District
R0321336,Ljubljana,Slovenia,West End Nook Dining Room · Ljubljana,middle_eastern,4.2,4,59,0,0,1,1,West End
R0321337,Ljubljana,Slovenia,North Oak & Barley Dining Room · Ljubljana,indian,3.5,1,39,1,1,0,1,Museum District
R0321338,Ljubljana,Slovenia,Pear House by North · Ljubljana,local,4.6,2,32,1,1,0,0,Business District
R0321339,Ljubljana,Slovenia,North Poppy Kitchen & Bar · Ljubljana,italian,3.9,3,48,0,0,1,1,Old Town
R0321340,Ljubljana,Slovenia,Quince & Barley · Ljubljana,asian,3.2,4,64,1,0,1,1,Market District
R0321341,Ljubljana,Slovenia,The Stone Kitchen & Bar · Ljubljana,mediterranean,4.3,1,21,1,1,0,1,East Side
R0321342,Ljubljana,Slovenia,Station Quarter Vine Kitchen & Bar · Ljubljana,vegan,3.6,2,37,0,1,0,1,Station Quarter
R0321343,Ljubljana,Slovenia,South Yard & Barley Kitchen & Bar · Ljubljana,street_food,4.7,3,53,1,0,1,0,Harbour
R0321344,Ljubljana,Slovenia,Fennel House by South · Ljubljana,fine_dining,4.0,4,46,1,0,1,1,Riverside
R0321345,Ljubljana,Slovenia,South Clove Kitchen & Bar · Ljubljana,bakery,3.3,1,26,0,1,0,1,Parkside
R0321346,Ljubljana,Slovenia,Cinnamon & Barley · Ljubljana,cafe,4.4,2,42,1,1,0,1,Centre
R0321347,Ljubljana,Slovenia,The Barley Kitchen & Bar · Ljubljana,seafood,3.7,3,35,1,0,1,1,University District
R0321348,Ljubljana,Slovenia,West End Honey Kitchen & Bar · Ljubljana,middle_eastern,4.8,4,51,0,0,1,0,West End
R0321349,Ljubljana,Slovenia,South Maple & Barley Kitchen & Bar · Ljubljana,indian,4.1,1,31,1,1,0,1,Museum District
R0321350,Ljubljana,Slovenia,Sage House by South · Ljubljana,local,3.4,2,47,1,1,0,1,Business District
R0321351,Ljubljana,Slovenia,South Apron Kitchen & Bar · Ljubljana,italian,4.5,3,40,0,0,1,1,Old Town
R0321352,Ljubljana,Slovenia,Basil & Honey · Ljubljana,asian,3.8,4,56,1,0,1,1,Market District
R0321353,Ljubljana,Slovenia,The Bowl Kitchen & Bar · Ljubljana,mediterranean,4.9,1,36,1,1,0,0,East Side
R0321354,Ljubljana,Slovenia,Station Quarter Brick Kitchen & Bar · Ljubljana,vegan,4.2,2,29,0,1,0,1,Station Quarter
R0321355,Ljubljana,Slovenia,East Canteen & Honey Kitchen & Bar · Ljubljana,street_food,3.5,3,45,1,0,1,1,Harbour
R0321356,Ljubljana,Slovenia,Caraway House by East · Ljubljana,fine_dining,4.6,4,61,1,0,1,1,Riverside
R0321357,Ljubljana,Slovenia,East Cedar Cantina · Ljubljana,bakery,3.9,1,18,0,1,0,1,Parkside
R0321358,Ljubljana,Slovenia,Copper & Honey · Ljubljana,cafe,3.2,2,34,1,1,0,0,Centre
R0321359,Ljubljana,Slovenia,The Coriander Cantina · Ljubljana,seafood,4.3,3,50,1,0,1,1,University District
R0321360,Ljubljana,Slovenia,West End Fig Cantina · Ljubljana,middle_eastern,3.6,4,66,0,0,1,1,West End
R0321361,Ljubljana,Slovenia,East Fork & Honey Cantina · Ljubljana,indian,4.7,1,23,1,1,0,1,Museum District
R0321362,Ljubljana,Slovenia,Garden House by East · Ljubljana,local,4.0,2,39,1,1,0,1,Business District
R0321363,Ljubljana,Slovenia,East Grain Cantina · Ljubljana,italian,3.3,3,55,0,0,1,0,Old Town
R0321364,Ljubljana,Slovenia,Hearth & Honey · Ljubljana,asian,4.4,4,48,1,0,1,1,Market District
R0321365,Ljubljana,Slovenia,The Juniper Cantina · Ljubljana,mediterranean,3.7,1,28,1,1,0,1,East Side
R0321366,Ljubljana,Slovenia,Station Quarter Ladle Cantina · Ljubljana,vegan,4.8,2,44,0,1,0,1,Station Quarter
R0321367,Ljubljana,Slovenia,West Lemon & Honey Cantina · Ljubljana,street_food,4.1,3,37,1,0,1,1,Harbour
R0321368,Ljubljana,Slovenia,Market House by West · Ljubljana,fine_dining,3.4,4,53,1,0,1,0,Riverside
R0321369,Ljubljana,Slovenia,West Mint Cantina · Ljubljana,bakery,4.5,1,33,0,1,0,1,Parkside
R0321370,Ljubljana,Slovenia,Olive & Honey · Ljubljana,cafe,3.8,2,26,1,1,0,1,Centre
R0321371,Ljubljana,Slovenia,The Orchard Cantina · Ljubljana,seafood,4.9,3,42,1,0,1,1,University District
R0321372,Ljubljana,Slovenia,West End Oven Cantina · Ljubljana,middle_eastern,4.2,4,58,0,0,1,1,West End
R0321373,Ljubljana,Slovenia,West Pantry & Honey Trattoria · Ljubljana,indian,3.5,1,38,1,1,0,0,Museum District
R0321374,Ljubljana,Slovenia,Pepper House by West · Ljubljana,local,4.6,2,31,1,1,0,1,Business District
R0321375,Ljubljana,Slovenia,West Plate Trattoria · Ljubljana,italian,3.9,3,47,0,0,1,1,Old Town
R0321376,Ljubljana,Slovenia,Rosemary & Honey · Ljubljana,asian,3.2,4,63,1,0,1,1,Market District
R0321377,Ljubljana,Slovenia,The Saffron Trattoria · Ljubljana,mediterranean,4.3,1,20,1,1,0,1,East Side
R0321378,Ljubljana,Slovenia,Station Quarter Salt Trattoria · Ljubljana,vegan,3.6,2,36,0,1,0,0,Station Quarter
R0321379,Ljubljana,Slovenia,West Skillet & Honey Trattoria · Ljubljana,street_food,4.7,3,52,1,0,1,1,Harbour
R0321380,Ljubljana,Slovenia,Spoon House by Tiny · Ljubljana,fine_dining,4.0,4,45,1,0,1,1,Riverside
R0321381,Ljubljana,Slovenia,Tiny Table Trattoria · Ljubljana,bakery,3.3,1,25,0,1,0,1,Parkside
R0321382,Ljubljana,Slovenia,Thyme & Honey · Ljubljana,cafe,4.4,2,41,1,1,0,1,Centre
R0321383,Ljubljana,Slovenia,The Walnut Trattoria · Ljubljana,seafood,3.7,3,57,1,0,1,0,University District
R0321384,Ljubljana,Slovenia,West End Willow Trattoria · Ljubljana,middle_eastern,4.8,4,50,0,0,1,1,West End
R0321385,Ljubljana,Slovenia,Tiny Ember & Honey Trattoria · Ljubljana,indian,4.1,1,30,1,1,0,1,Museum District
R0321386,Ljubljana,Slovenia,Flour House by Tiny · Ljubljana,local,3.4,2,46,1,1,0,1,Business District
R0321387,Ljubljana,Slovenia,Tiny Kettle Trattoria · Ljubljana,italian,4.5,3,39,0,0,1,1,Old Town
R0321388,Ljubljana,Slovenia,Lantern & Honey · Ljubljana,asian,3.8,4,55,1,0,1,0,Market District
R0321389,Ljubljana,Slovenia,The Mill Trattoria · Ljubljana,mediterranean,4.9,1,35,1,1,0,1,East Side
R0321390,Ljubljana,Slovenia,Station Quarter Mosaic Grill · Ljubljana,vegan,4.2,2,28,0,1,0,1,Station Quarter
R0321391,Ljubljana,Slovenia,Tiny Nook & Honey Grill · Ljubljana,street_food,3.5,3,44,1,0,1,1,Harbour
R0321392,Ljubljana,Slovenia,Oak House by Tiny · Ljubljana,fine_dining,4.6,4,60,1,0,1,1,Riverside
R0321393,Ljubljana,Slovenia,Common Pear Grill · Ljubljana,bakery,3.9,1,17,0,1,0,0,Parkside
R0321394,Ljubljana,Slovenia,Poppy & Honey · Ljubljana,cafe,3.2,2,33,1,1,0,1,Centre
R0321395,Ljubljana,Slovenia,The Quince Grill · Ljubljana,seafood,4.3,3,49,1,0,1,1,University District
R0321396,Ljubljana,Slovenia,West End Stone Grill · Ljubljana,middle_eastern,3.6,4,65,0,0,1,1,West End
R0321397,Ljubljana,Slovenia,Common Vine & Honey Grill · Ljubljana,indian,4.7,1,22,1,1,0,1,Museum District
R0321398,Ljubljana,Slovenia,Yard House by Common · Ljubljana,local,4.0,2,38,1,1,0,0,Business District
R0321399,Ljubljana,Slovenia,Common Fennel Grill · Ljubljana,italian,3.3,3,54,0,0,1,1,Old Town
R0321400,Ljubljana,Slovenia,Clove & Honey · Ljubljana,asian,4.4,4,47,1,0,1,1,Market District
R0321401,Ljubljana,Slovenia,The Cinnamon Grill · Ljubljana,mediterranean,3.7,1,27,1,1,0,1,East Side
R0321402,Ljubljana,Slovenia,Station Quarter Barley Grill · Ljubljana,vegan,4.8,2,43,0,1,0,1,Station Quarter
R0321403,Ljubljana,Slovenia,Common Honey & Honey Grill · Ljubljana,street_food,4.1,3,36,1,0,1,0,Harbour
R0321404,Ljubljana,Slovenia,Maple House by Common · Ljubljana,fine_dining,3.4,4,52,1,0,1,1,Riverside
R0321405,Ljubljana,Slovenia,Common Sage Grill · Ljubljana,bakery,4.5,1,32,0,1,0,1,Parkside
R0321406,Ljubljana,Slovenia,Apron & Maple · Ljubljana,cafe,3.8,2,48,1,1,0,1,Centre
R0321407,Ljubljana,Slovenia,The Basil Deli · Ljubljana,seafood,4.9,3,41,1,0,1,1,University District
R0321408,Ljubljana,Slovenia,West End Bowl Deli · Ljubljana,middle_eastern,4.2,4,57,0,0,1,0,West End
R0321409,Ljubljana,Slovenia,Sunday Brick & Maple Deli · Ljubljana,indian,3.5,1,37,1,1,0,1,Museum District
R0321410,Ljubljana,Slovenia,Canteen House by Sunday · Ljubljana,local,4.6,2,30,1,1,0,1,Business District
R0321411,Ljubljana,Slovenia,Sunday Caraway Deli · Ljubljana,italian,3.9,3,46,0,0,1,1,Old Town
R0321412,Ljubljana,Slovenia,Cedar & Maple · Ljubljana,asian,3.2,4,62,1,0,1,1,Market District
R0321413,Ljubljana,Slovenia,The Copper Deli · Ljubljana,mediterranean,4.3,1,19,1,1,0,0,East Side
R0321414,Ljubljana,Slovenia,Station Quarter Coriander Deli · Ljubljana,vegan,3.6,2,35,0,1,0,1,Station Quarter
R0321415,Ljubljana,Slovenia,Sunday Fig & Maple Deli · Ljubljana,street_food,4.7,3,51,1,0,1,1,Harbour
R0321416,Ljubljana,Slovenia,Fork House by Sunday · Ljubljana,fine_dining,4.0,4,44,1,0,1,1,Riverside
R0321417,Ljubljana,Slovenia,Sunday Garden Deli · Ljubljana,bakery,3.3,1,24,0,1,0,1,Parkside
R0321418,Ljubljana,Slovenia,Grain & Maple · Ljubljana,cafe,4.4,2,40,1,1,0,0,Centre
R0321419,Ljubljana,Slovenia,The Hearth Deli · Ljubljana,seafood,3.7,3,56,1,0,1,1,University District
R0321420,Ljubljana,Slovenia,West End Juniper Deli · Ljubljana,middle_eastern,4.8,4,49,0,0,1,1,West End
R0321421,Ljubljana,Slovenia,Market Ladle & Maple Deli · Ljubljana,indian,4.1,1,29,1,1,0,1,Museum District
R0321422,Ljubljana,Slovenia,Lemon House by Market · Ljubljana,local,3.4,2,45,1,1,0,1,Business District
R0321423,Ljubljana,Slovenia,Market Market Deli · Ljubljana,italian,4.5,3,38,0,0,1,0,Old Town
R0321424,Ljubljana,Slovenia,Mint & Maple · Ljubljana,asian,3.8,4,54,1,0,1,1,Market District
R0321425,Ljubljana,Slovenia,The Olive Noodle House · Ljubljana,mediterranean,4.9,1,34,1,1,0,1,East Side
R0321426,Ljubljana,Slovenia,Station Quarter Orchard Noodle House · Ljubljana,vegan,4.2,2,27,0,1,0,1,Station Quarter
R0321427,Ljubljana,Slovenia,Market Oven & Maple Noodle House · Ljubljana,street_food,3.5,3,43,1,0,1,1,Harbour
R0321428,Ljubljana,Slovenia,Pantry House by Market · Ljubljana,fine_dining,4.6,4,59,1,0,1,0,Riverside
R0321429,Ljubljana,Slovenia,Market Pepper Noodle House · Ljubljana,bakery,3.9,1,39,0,1,0,1,Parkside
R0321430,Ljubljana,Slovenia,Plate & Maple · Ljubljana,cafe,3.2,2,32,1,1,0,1,Centre
R0321431,Ljubljana,Slovenia,The Rosemary Noodle House · Ljubljana,seafood,4.3,3,48,1,0,1,1,University District
R0321432,Ljubljana,Slovenia,West End Saffron Noodle House · Ljubljana,middle_eastern,3.6,4,64,0,0,1,1,West End
R0321433,Ljubljana,Slovenia,Garden Salt & Maple Noodle House · Ljubljana,indian,4.7,1,21,1,1,0,0,Museum District
R0321434,Ljubljana,Slovenia,Skillet House by Garden · Ljubljana,local,4.0,2,37,1,1,0,1,Business District
R0321435,Ljubljana,Slovenia,Garden Spoon Noodle House · Ljubljana,italian,3.3,3,53,0,0,1,1,Old Town
R0321436,Ljubljana,Slovenia,Table & Maple · Ljubljana,asian,4.4,4,46,1,0,1,1,Market District
R0321437,Ljubljana,Slovenia,The Thyme Noodle House · Ljubljana,mediterranean,3.7,1,26,1,1,0,1,East Side
R0321438,Ljubljana,Slovenia,Station Quarter Walnut Noodle House · Ljubljana,vegan,4.8,2,42,0,1,0,0,Station Quarter
R0321439,Ljubljana,Slovenia,Garden Willow & Maple Noodle House · Ljubljana,street_food,4.1,3,35,1,0,1,1,Harbour
R0321440,Ljubljana,Slovenia,Ember House by Garden · Ljubljana,fine_dining,3.4,4,51,1,0,1,1,Riverside
R0321441,Ljubljana,Slovenia,Garden Flour Tavern · Ljubljana,bakery,4.5,1,31,0,1,0,1,Parkside
R0321442,Ljubljana,Slovenia,Kettle & Maple · Ljubljana,cafe,3.8,2,47,1,1,0,1,Centre
R0321443,Ljubljana,Slovenia,The Lantern Tavern · Ljubljana,seafood,4.9,3,40,1,0,1,0,University District
R0321444,Ljubljana,Slovenia,West End Mill Tavern · Ljubljana,middle_eastern,4.2,4,56,0,0,1,1,West End
R0321445,Ljubljana,Slovenia,Copper Mosaic & Maple Tavern · Ljubljana,indian,3.5,1,36,1,1,0,1,Museum District
R0321446,Ljubljana,Slovenia,Nook House by Copper · Ljubljana,local,4.6,2,29,1,1,0,1,Business District
R0321447,Ljubljana,Slovenia,Copper Oak Tavern · Ljubljana,italian,3.9,3,45,0,0,1,1,Old Town
R0321448,Ljubljana,Slovenia,Pear & Maple · Ljubljana,asian,3.2,4,61,1,0,1,0,Market District
R0321449,Ljubljana,Slovenia,The Poppy Tavern · Ljubljana,mediterranean,4.3,1,18,1,1,0,1,East Side
R0321450,Ljubljana,Slovenia,Station Quarter Quince Tavern · Ljubljana,vegan,3.6,2,34,0,1,0,1,Station Quarter
R0321451,Ljubljana,Slovenia,Copper Stone & Maple Tavern · Ljubljana,street_food,4.7,3,50,1,0,1,1,Harbour
R0321452,Ljubljana,Slovenia,Vine House by Copper · Ljubljana,fine_dining,4.0,4,66,1,0,1,1,Riverside
R0321453,Ljubljana,Slovenia,Copper Yard Tavern · Ljubljana,bakery,3.3,1,23,0,1,0,0,Parkside
R0321454,Ljubljana,Slovenia,Fennel & Maple · Ljubljana,cafe,4.4,2,39,1,1,0,1,Centre
R0321455,Ljubljana,Slovenia,The Clove Tavern · Ljubljana,seafood,3.7,3,55,1,0,1,1,University District
R0321456,Ljubljana,Slovenia,West End Cinnamon Tavern · Ljubljana,middle_eastern,4.8,4,48,0,0,1,1,West End
R0321457,Ljubljana,Slovenia,Copper Barley & Maple Tavern · Ljubljana,indian,4.1,1,28,1,1,0,1,Museum District
R0321458,Ljubljana,Slovenia,Honey House by Stone · Ljubljana,local,3.4,2,44,1,1,0,0,Business District
R0321459,Ljubljana,Slovenia,Stone Maple Bakery · Ljubljana,italian,4.5,3,37,0,0,1,1,Old Town
R0321460,Ljubljana,Slovenia,Sage & Maple · Ljubljana,asian,3.8,4,53,1,0,1,1,Market District
R0321461,Ljubljana,Slovenia,The Apron Bakery · Ljubljana,mediterranean,4.9,1,33,1,1,0,1,East Side
R0321462,Ljubljana,Slovenia,Station Quarter Basil Bakery · Ljubljana,vegan,4.2,2,26,0,1,0,1,Station Quarter
R0321463,Ljubljana,Slovenia,Stone Bowl & Sage Bakery · Ljubljana,street_food,3.5,3,42,1,0,1,0,Harbour
R0321464,Ljubljana,Slovenia,Brick House by Stone · Ljubljana,fine_dining,4.6,4,58,1,0,1,1,Riverside
R0321465,Ljubljana,Slovenia,Stone Canteen Bakery · Ljubljana,bakery,3.9,1,38,0,1,0,1,Parkside
R0321466,Ljubljana,Slovenia,Caraway & Sage · Ljubljana,cafe,3.2,2,31,1,1,0,1,Centre
R0321467,Ljubljana,Slovenia,The Cedar Bakery · Ljubljana,seafood,4.3,3,47,1,0,1,1,University District
R0321468,Ljubljana,Slovenia,West End Copper Bakery · Ljubljana,middle_eastern,3.6,4,63,0,0,1,0,West End
R0321469,Ljubljana,Slovenia,Stone Coriander & Sage Bakery · Ljubljana,indian,4.7,1,20,1,1,0,1,Museum District
R0321470,Ljubljana,Slovenia,Fig House by Stone · Ljubljana,local,4.0,2,36,1,1,0,1,Business District
R0321471,Ljubljana,Slovenia,Little Fork Bakery · Ljubljana,italian,3.3,3,52,0,0,1,1,Old Town
R0321472,Ljubljana,Slovenia,Garden & Sage · Ljubljana,asian,4.4,4,45,1,0,1,1,Market District
R0321473,Ljubljana,Slovenia,The Grain Bakery · Ljubljana,mediterranean,3.7,1,25,1,1,0,0,East Side
R0321474,Ljubljana,Slovenia,Station Quarter Hearth Bakery · Ljubljana,vegan,4.8,2,41,0,1,0,1,Station Quarter
R0321475,Ljubljana,Slovenia,Little Juniper & Sage Supper Club · Ljubljana,street_food,4.1,3,57,1,0,1,1,Harbour
R0321476,Ljubljana,Slovenia,Ladle House by Little · Ljubljana,fine_dining,3.4,4,50,1,0,1,1,Riverside
R0321477,Ljubljana,Slovenia,Little Lemon Supper Club · Ljubljana,bakery,4.5,1,30,0,1,0,1,Parkside
R0321478,Ljubljana,Slovenia,Market & Sage · Ljubljana,cafe,3.8,2,46,1,1,0,0,Centre
R0321479,Ljubljana,Slovenia,The Mint Supper Club · Ljubljana,seafood,4.9,3,39,1,0,1,1,University District
R0321480,Ljubljana,Slovenia,West End Olive Supper Club · Ljubljana,middle_eastern,4.2,4,55,0,0,1,1,West End
R0321481,Ljubljana,Slovenia,Little Orchard & Sage Supper Club · Ljubljana,indian,3.5,1,35,1,1,0,1,Museum District
R0321482,Ljubljana,Slovenia,Oven House by Little · Ljubljana,local,4.6,2,28,1,1,0,1,Business District
R0321483,Ljubljana,Slovenia,Little Pantry Supper Club · Ljubljana,italian,3.9,3,44,0,0,1,0,Old Town
R0321484,Ljubljana,Slovenia,Pepper & Sage · Ljubljana,asian,3.2,4,60,1,0,1,1,Market District
R0321485,Ljubljana,Slovenia,The Plate Supper Club · Ljubljana,mediterranean,4.3,1,17,1,1,0,1,East Side
R0321486,Ljubljana,Slovenia,Station Quarter Rosemary Supper Club · Ljubljana,vegan,3.6,2,33,0,1,0,1,Station Quarter
R0321487,Ljubljana,Slovenia,Green Saffron & Sage Supper Club · Ljubljana,street_food,4.7,3,49,1,0,1,1,Harbour
R0321488,Ljubljana,Slovenia,Salt House by Green · Ljubljana,fine_dining,4.0,4,65,1,0,1,0,Riverside
R0321489,Ljubljana,Slovenia,Green Skillet Supper Club · Ljubljana,bakery,3.3,1,22,0,1,0,1,Parkside
R0321490,Ljubljana,Slovenia,Spoon & Sage · Ljubljana,cafe,4.4,2,38,1,1,0,1,Centre
R0321491,Ljubljana,Slovenia,The Table Supper Club · Ljubljana,seafood,3.7,3,54,1,0,1,1,University District
R0321492,Ljubljana,Slovenia,West End Thyme Brasserie · Ljubljana,middle_eastern,4.8,4,47,0,0,1,1,West End
R0321493,Ljubljana,Slovenia,Green Walnut & Sage Brasserie · Ljubljana,indian,4.1,1,27,1,1,0,0,Museum District
R0321494,Ljubljana,Slovenia,Willow House by Green · Ljubljana,local,3.4,2,43,1,1,0,1,Business District
R0321495,Ljubljana,Slovenia,Green Ember Brasserie · Ljubljana,italian,4.5,3,36,0,0,1,1,Old Town
R0321496,Ljubljana,Slovenia,Flour & Sage · Ljubljana,asian,3.8,4,52,1,0,1,1,Market District
