hotel_id,city,country,name,area,stars,rating,nightly_eur,review_count,breakfast_included,refundable,distance_to_center_km,wifi,workspace,family_rooms,air_conditioning,parking,pet_friendly,accessible
H0301458,Gdansk,Poland,Workshop Rooms by Amber · Gdansk,Business District,3,4.2,145,1671,1,1,7.9,1,0,0,1,0,0,1
H0301459,Gdansk,Poland,Atlas East Side Rooms · Gdansk,East Side,4,4.5,207,1808,1,1,9.6,1,1,0,1,1,0,1
H0301460,Gdansk,Poland,Riverside Aurora Workshop · Gdansk,Riverside,5,4.4,231,1945,0,1,11.3,1,0,0,0,1,0,0
H0301461,Gdansk,Poland,The Bluebird Workshop Rooms · Gdansk,University District,1,3.3,187,2082,1,1,1.0,1,1,1,1,0,0,1
H0301462,Gdansk,Poland,Canopy & Workshop Rooms · Gdansk,Business District,2,3.9,176,2219,1,1,2.7,1,0,0,1,0,0,1
H0301463,Gdansk,Poland,Workshop Rooms by Cedar · Gdansk,East Side,3,4.2,204,2356,0,1,4.4,1,1,0,1,0,0,1
H0301464,Gdansk,Poland,Copper Riverside Rooms · Gdansk,Riverside,4,4.7,176,2493,1,1,6.1,1,0,0,0,0,1,1
H0301465,Gdansk,Poland,University District Crown Workshop · Gdansk,University District,5,4.3,172,2630,1,1,7.8,1,1,0,1,1,0,1
H0301466,Gdansk,Poland,The Dawn Workshop Rooms · Gdansk,Business District,1,3.8,204,2767,0,1,9.5,1,0,1,1,1,0,1
H0301467,Gdansk,Poland,Ember & Workshop Rooms · Gdansk,East Side,2,3.5,242,2904,1,1,11.2,1,1,0,1,0,0,1
H0301468,Gdansk,Poland,Workshop Rooms by Evergreen · Gdansk,Riverside,3,4.1,206,3041,1,1,0.9,1,0,0,0,0,0,0
H0301469,Gdansk,Poland,Fern University District Rooms · Gdansk,University District,4,4.1,211,3178,0,1,2.6,1,1,0,1,0,0,1
H0301470,Gdansk,Poland,Business District Golden Workshop · Gdansk,Business District,5,4.2,214,3315,1,1,4.3,1,0,0,1,0,0,1
H0301471,Gdansk,Poland,The Harbour Workshop Rooms · Gdansk,East Side,1,3.3,182,3452,1,1,6.0,1,1,1,1,1,1,1
H0301472,Gdansk,Poland,Ivory & Workshop Rooms · Gdansk,Riverside,2,3.8,236,3589,0,1,7.7,1,0,0,0,1,0,1
H0301473,Gdansk,Poland,Workshop Rooms by Juniper · Gdansk,University District,3,3.9,156,3726,1,1,9.4,1,1,0,1,0,0,1
H0301474,Gdansk,Poland,Lantern Business District Rooms · Gdansk,Business District,4,4.0,165,3863,1,1,11.1,1,0,0,1,0,0,1
H0301475,Gdansk,Poland,East Side Laurel Workshop · Gdansk,East Side,5,4.6,236,4000,0,1,0.8,1,1,0,1,0,0,1
H0301476,Gdansk,Poland,The Linden Workshop Rooms · Gdansk,Riverside,1,3.6,114,4137,1,1,2.5,1,0,1,0,0,0,0
H0301477,Gdansk,Poland,Marble & Workshop Rooms · Gdansk,University District,2,4.1,223,4274,1,1,4.2,1,1,0,1,1,0,1
H0301478,Gdansk,Poland,Workshop Rooms by Meadow · Gdansk,Business District,3,4.0,246,4411,0,1,5.9,1,0,0,1,1,1,1
H0301479,Gdansk,Poland,Meridian East Side Rooms · Gdansk,East Side,4,4.5,196,4548,1,1,7.6,1,1,0,1,0,0,1
H0301480,Gdansk,Poland,Riverside Moonlight Workshop · Gdansk,Riverside,5,4.8,174,4685,1,1,9.3,1,0,0,0,0,0,1
H0301481,Gdansk,Poland,The Northlight Workshop Rooms · Gdansk,University District,1,3.4,202,4822,0,1,11.0,1,1,1,1,0,0,1
H0301482,Gdansk,Poland,Olive & Workshop Rooms · Gdansk,Business District,2,4.0,182,4959,1,1,0.7,1,0,0,1,0,0,1
H0301483,Gdansk,Poland,Workshop Rooms by Orchid · Gdansk,East Side,3,3.8,176,5096,1,1,2.4,1,1,0,1,1,0,1
H0301484,Gdansk,Poland,Pearl Riverside Rooms · Gdansk,Riverside,4,4.3,172,5233,0,1,4.1,1,0,0,0,1,0,0
H0301485,Gdansk,Poland,University District Pine Workshop · Gdansk,University District,5,4.4,272,5370,1,1,5.8,1,1,0,1,0,1,1
H0301486,Gdansk,Poland,The Raven Workshop Rooms · Gdansk,Business District,1,3.9,142,5507,1,1,7.5,1,0,1,1,0,0,1
H0301487,Gdansk,Poland,Rosewood & Workshop Rooms · Gdansk,East Side,2,4.0,228,5644,0,1,9.2,1,1,0,1,0,0,1
H0301488,Gdansk,Poland,Workshop Rooms by Saffron · Gdansk,Riverside,3,3.9,255,5781,1,1,10.9,1,0,0,0,0,0,1
H0301489,Gdansk,Poland,Silver University District Rooms · Gdansk,University District,4,4.1,182,5918,1,1,0.6,1,1,0,1,1,0,1
H0301490,Gdansk,Poland,Business District Solstice Workshop · Gdansk,Business District,5,4.9,238,6055,0,1,2.3,1,0,0,1,1,0,1
H0301491,Gdansk,Poland,The Stone Workshop Rooms · Gdansk,East Side,1,3.9,218,6192,1,1,4.0,1,1,1,1,0,0,1
H0301492,Gdansk,Poland,Sunrise & Workshop Rooms · Gdansk,Riverside,2,4.1,144,6329,1,1,5.7,1,0,0,0,0,1,0
H0301493,Gdansk,Poland,Workshop Rooms by Terrace · Gdansk,University District,3,4.1,172,6466,0,1,7.4,1,1,0,1,0,0,1
H0301494,Gdansk,Poland,Velvet Business District Rooms · Gdansk,Business District,4,4.7,156,6603,1,1,9.1,1,0,0,1,0,0,1
H0301495,Gdansk,Poland,East Side Willow Workshop · Gdansk,East Side,5,4.9,282,6740,1,1,10.8,1,1,0,1,1,0,1
H0301496,Gdansk,Poland,The Wren Workshop Rooms · Gdansk,Riverside,1,3.9,114,6877,0,1,0.5,1,0,1,0,1,0,1
H0301497,Gdansk,Poland,Arcade & Workshop Rooms · Gdansk,University District,2,3.5,239,7014,1,1,2.2,1,1,0,1,0,0,1
H0301498,Gdansk,Poland,Workshop Rooms by Belvedere · Gdansk,Business District,3,4.2,256,7151,1,1,3.9,1,0,0,1,0,0,1
H0301499,Gdansk,Poland,Canvas East Side Rooms · Gdansk,East Side,4,4.5,223,7288,0,1,5.6,1,1,0,1,0,1,1
H0301500,Gdansk,Poland,Riverside Courtyard Workshop · Gdansk,Riverside,5,4.3,176,7425,1,1,7.3,1,0,0,0,0,0,0
H0301501,Gdansk,Poland,The Foundry Workshop Rooms · Gdansk,University District,1,3.3,178,7562,1,1,9.0,1,1,1,1,1,0,1
H0301502,Gdansk,Poland,Gallery & Workshop Rooms · Gdansk,Business District,2,4.2,134,7699,0,1,10.7,1,0,0,1,1,0,1
H0301503,Gdansk,Poland,Workshop Rooms by Hearth · Gdansk,East Side,3,4.1,180,7836,1,1,0.4,1,1,0,1,0,0,1
H0301504,Gdansk,Poland,Mosaic Riverside Rooms · Gdansk,Riverside,4,4.5,164,7973,1,1,2.1,1,0,0,0,0,0,1
H0301505,Gdansk,Poland,University District Pavilion Workshop · Gdansk,University District,5,4.5,182,8110,0,1,3.8,1,1,0,1,0,0,1
H0301506,Gdansk,Poland,The Quayside Workshop Rooms · Gdansk,Business District,1,3.5,188,8247,1,1,5.5,1,0,1,1,0,1,1
H0301507,Gdansk,Poland,Regent & Workshop Rooms · Gdansk,East Side,2,4.0,188,8384,1,1,7.2,1,1,0,1,1,0,1
H0301508,Gdansk,Poland,Workshop Rooms by Riverview · Gdansk,Riverside,3,3.9,141,8521,0,1,8.9,1,0,0,0,1,0,0
H0301509,Gdansk,Poland,Vantage University District Rooms · Gdansk,University District,4,4.3,203,8658,1,1,10.6,1,1,0,1,0,0,1
H0301510,Gdansk,Poland,Business District Voyager Workshop · Gdansk,Business District,5,4.9,271,8795,1,1,0.3,1,0,0,1,0,0,1
H0301511,Gdansk,Poland,The Amber Manor Rooms · Gdansk,East Side,1,3.3,173,8932,0,1,2.0,1,1,1,1,0,0,1
H0301512,Gdansk,Poland,Atlas & Manor Rooms · Gdansk,Riverside,2,3.8,197,9069,1,1,3.7,1,0,0,0,0,0,1
H0301513,Gdansk,Poland,Manor Rooms by Aurora · Gdansk,University District,3,4.0,188,9206,1,1,5.4,1,1,0,1,1,1,1
H0301514,Gdansk,Poland,Bluebird Business District Rooms · Gdansk,Business District,4,4.2,160,9343,0,1,7.1,1,0,0,1,1,0,1
H0301515,Gdansk,Poland,East Side Canopy Manor · Gdansk,East Side,5,4.7,277,9480,1,1,8.8,1,1,0,1,0,0,1
H0301516,Gdansk,Poland,The Cedar Manor Rooms · Gdansk,Riverside,1,3.8,167,117,1,1,10.5,1,0,1,0,0,0,0
H0301517,Gdansk,Poland,Copper & Manor Rooms · Gdansk,University District,2,3.8,163,254,0,1,0.2,1,1,0,1,0,0,1
H0301518,Gdansk,Poland,Manor Rooms by Crown · Gdansk,Business District,3,3.8,195,391,1,1,1.9,1,0,0,1,0,0,1
H0301519,Gdansk,Poland,Dawn East Side Rooms · Gdansk,East Side,4,4.7,255,528,1,1,3.6,1,1,0,1,1,0,1
H0301520,Gdansk,Poland,Riverside Ember Manor · Gdansk,Riverside,5,4.8,255,665,0,1,5.3,1,0,0,0,1,1,1
H0301521,Gdansk,Poland,The Evergreen Manor Rooms · Gdansk,University District,1,3.9,183,802,1,1,7.0,1,1,1,1,0,0,1
H0301522,Gdansk,Poland,Fern & Manor Rooms · Gdansk,Business District,2,4.0,166,939,1,1,8.7,1,0,0,1,0,0,1
H0301523,Gdansk,Poland,Manor Rooms by Golden · Gdansk,East Side,3,4.3,187,1076,0,1,10.4,1,1,0,1,0,0,1
H0301524,Gdansk,Poland,Harbour Riverside Rooms · Gdansk,Riverside,4,4.3,169,1213,1,1,0.1,1,0,0,0,0,0,0
H0301525,Gdansk,Poland,University District Ivory Manor · Gdansk,University District,5,4.5,186,1350,1,1,1.8,1,1,0,1,1,0,1
H0301526,Gdansk,Poland,The Juniper Manor Rooms · Gdansk,Business District,1,3.7,189,1487,0,1,3.5,1,0,1,1,1,0,1
H0301527,Gdansk,Poland,Lantern & Manor Rooms · Gdansk,East Side,2,3.9,137,1624,1,1,5.2,1,1,0,1,0,1,1
H0301528,Gdansk,Poland,Manor Rooms by Laurel · Gdansk,Riverside,3,4.0,186,1761,1,1,6.9,1,0,0,0,0,0,1
H0301529,Gdansk,Poland,Linden University District Rooms · Gdansk,University District,4,4.4,202,1898,0,1,8.6,1,1,0,1,0,0,1
H0301530,Gdansk,Poland,Business District Marble Manor · Gdansk,Business District,5,4.5,216,2035,1,1,10.3,1,0,0,1,0,0,1
H0301531,Gdansk,Poland,The Meadow Manor Rooms · Gdansk,East Side,1,3.9,228,2172,1,1,12.0,1,1,1,1,1,0,1
H0301532,Gdansk,Poland,Meridian & Manor Rooms · Gdansk,Riverside,2,3.6,180,2309,0,1,1.7,1,0,0,0,1,0,0
H0301533,Gdansk,Poland,Manor Rooms by Moonlight · Gdansk,University District,3,4.2,218,2446,1,1,3.4,1,1,0,1,0,0,1
H0301534,Gdansk,Poland,Northlight Business District Rooms · Gdansk,Business District,4,4.4,178,2583,1,1,5.1,1,0,0,1,0,1,1
H0301535,Gdansk,Poland,East Side Olive Manor · Gdansk,East Side,5,4.5,179,2720,0,1,6.8,1,1,0,1,0,0,1
H0301536,Gdansk,Poland,The Orchid Manor Rooms · Gdansk,Riverside,1,3.5,212,2857,1,1,8.5,1,0,1,0,0,0,1
H0301537,Gdansk,Poland,Pearl & Manor Rooms · Gdansk,University District,2,4.1,196,2994,1,1,10.2,1,1,0,1,1,0,1
H0301538,Gdansk,Poland,Manor Rooms by Pine · Gdansk,Business District,3,4.3,253,3131,0,1,11.9,1,0,0,1,1,0,1
H0301539,Gdansk,Poland,Raven East Side Rooms · Gdansk,East Side,4,4.4,202,3268,1,1,1.6,1,1,0,1,0,0,1
H0301540,Gdansk,Poland,Riverside Rosewood Manor · Gdansk,Riverside,5,4.8,182,3405,1,1,3.3,1,0,0,0,0,0,0
H0301541,Gdansk,Poland,The Saffron Manor Rooms · Gdansk,University District,1,3.6,130,3542,0,1,5.0,1,1,1,1,0,1,1
H0301542,Gdansk,Poland,Silver & Manor Rooms · Gdansk,Business District,2,4.0,183,3679,1,1,6.7,1,0,0,1,0,0,1
H0301543,Gdansk,Poland,Manor Rooms by Solstice · Gdansk,East Side,3,4.4,145,3816,1,1,8.4,1,1,0,1,1,0,1
H0301544,Gdansk,Poland,Stone Riverside Rooms · Gdansk,Riverside,4,4.0,254,3953,0,1,10.1,1,0,0,0,1,0,1
H0301545,Gdansk,Poland,University District Sunrise Manor · Gdansk,University District,5,4.7,218,4090,1,1,11.8,1,1,0,1,0,0,1
H0301546,Gdansk,Poland,The Terrace Manor Rooms · Gdansk,Business District,1,3.3,129,4227,1,1,1.5,1,0,1,1,0,0,1
H0301547,Gdansk,Poland,Velvet & Manor Rooms · Gdansk,East Side,2,3.6,171,4364,0,1,3.2,1,1,0,1,0,0,1
H0301548,Gdansk,Poland,Manor Rooms by Willow · Gdansk,Riverside,3,4.3,242,4501,1,1,4.9,1,0,0,0,0,1,0
H0301549,Gdansk,Poland,Wren University District Rooms · Gdansk,University District,4,4.6,273,4638,1,1,6.6,1,1,0,1,1,0,1
H0301550,Gdansk,Poland,Business District Arcade Manor · Gdansk,Business District,5,4.3,225,4775,0,1,8.3,1,0,0,1,1,0,1
H0301551,Gdansk,Poland,The Belvedere Manor Rooms · Gdansk,East Side,1,3.8,167,4912,1,1,10.0,1,1,1,1,0,0,1
H0301552,Gdansk,Poland,Canvas & Manor Rooms · Gdansk,Riverside,2,3.5,234,5049,1,1,11.7,1,0,0,0,0,0,1
H0301553,Gdansk,Poland,Manor Rooms by Courtyard · Gdansk,University District,3,3.8,153,5186,0,1,1.4,1,1,0,1,0,0,1
H0301554,Gdansk,Poland,Foundry Business District Rooms · Gdansk,Business District,4,4.2,172,5323,1,1,3.1,1,0,0,1,0,0,1
H0301555,Gdansk,Poland,East Side Gallery Manor · Gdansk,East Side,5,4.6,256,5460,1,1,4.8,1,1,0,1,1,1,1
H0301556,Gdansk,Poland,The Hearth Manor Rooms · Gdansk,Riverside,1,3.8,171,5597,0,1,6.5,1,0,1,0,1,0,0
H0301557,Gdansk,Poland,Mosaic & Manor Rooms · Gdansk,University District,2,4.0,194,5734,1,1,8.2,1,1,0,1,0,0,1
H0301558,Gdansk,Poland,Manor Rooms by Pavilion · Gdansk,Business District,3,3.7,218,5871,1,1,9.9,1,0,0,1,0,0,1
H0301559,Gdansk,Poland,Quayside East Side Rooms · Gdansk,East Side,4,4.6,195,6008,0,1,11.6,1,1,0,1,0,0,1
H0301560,Gdansk,Poland,Riverside Regent Manor · Gdansk,Riverside,5,4.9,244,6145,1,1,1.3,1,0,0,0,0,0,1
H0301561,Gdansk,Poland,The Riverview Manor Rooms · Gdansk,University District,1,3.9,111,6282,1,1,3.0,1,1,1,1,1,0,1
H0301562,Gdansk,Poland,Vantage & Manor Rooms · Gdansk,Business District,2,4.0,125,6419,0,1,4.7,1,0,0,1,1,1,1
H0301563,Gdansk,Poland,Manor Rooms by Voyager · Gdansk,East Side,3,3.9,178,6556,1,1,6.4,1,1,0,1,0,0,1
H0301564,Gdansk,Poland,Amber Riverside Rooms · Gdansk,Riverside,4,4.6,228,6693,1,1,8.1,1,0,0,0,0,0,0
H0301565,Gdansk,Poland,University District Atlas Hall · Gdansk,University District,5,4.8,185,6830,0,1,9.8,1,1,0,1,0,0,1
H0301566,Gdansk,Poland,The Aurora Hall Rooms · Gdansk,Business District,1,3.3,157,6967,1,1,11.5,1,0,1,1,0,0,1
H0301567,Gdansk,Poland,Bluebird & Hall Rooms · Gdansk,East Side,2,4.0,181,7104,1,1,1.2,1,1,0,1,1,0,1
H0301568,Gdansk,Poland,Hall Rooms by Canopy · Gdansk,Riverside,3,3.8,227,7241,0,1,2.9,1,0,0,0,1,0,1
H0301569,Gdansk,Poland,Cedar University District Rooms · Gdansk,University District,4,4.3,210,7378,1,1,4.6,1,1,0,1,0,1,1
H0301570,Gdansk,Poland,Business District Copper Hall · Gdansk,Business District,5,4.6,272,7515,1,1,6.3,1,0,0,1,0,0,1
H0301571,Gdansk,Poland,The Crown Hall Rooms · Gdansk,East Side,1,3.9,218,7652,0,1,8.0,1,1,1,1,0,0,1
H0301572,Gdansk,Poland,Dawn & Hall Rooms · Gdansk,Riverside,2,4.2,152,7789,1,1,9.7,1,0,0,0,0,0,0
H0301573,Gdansk,Poland,Hall Rooms by Ember · Gdansk,University District,3,3.9,150,7926,1,1,11.4,1,1,0,1,1,0,1
H0301574,Gdansk,Poland,Evergreen Business District Rooms · Gdansk,Business District,4,4.1,164,8063,0,1,1.1,1,0,0,1,1,0,1
H0301575,Gdansk,Poland,East Side Fern Hall · Gdansk,East Side,5,4.2,269,8200,1,1,2.8,1,1,0,1,0,0,1
H0301576,Gdansk,Poland,The Golden Hall Rooms · Gdansk,Riverside,1,3.4,166,8337,1,1,4.5,1,0,1,0,0,1,1
H0301577,Gdansk,Poland,Harbour & Hall Rooms · Gdansk,University District,2,3.9,189,8474,0,1,6.2,1,1,0,1,0,0,1
H0301578,Gdansk,Poland,Hall Rooms by Ivory · Gdansk,Business District,3,4.1,179,8611,1,1,7.9,1,0,0,1,0,0,1
H0301579,Gdansk,Poland,Juniper East Side Rooms · Gdansk,East Side,4,4.1,186,8748,1,1,9.6,1,1,0,1,1,0,1
H0301580,Gdansk,Poland,Riverside Lantern Hall · Gdansk,Riverside,5,4.8,173,8885,0,1,11.3,1,0,0,0,1,0,0
H0301581,Gdansk,Poland,The Laurel Hall Rooms · Gdansk,University District,1,3.7,194,9022,1,1,1.0,1,1,1,1,0,0,1
H0301582,Gdansk,Poland,Linden & Hall Rooms · Gdansk,Business District,2,3.6,148,9159,1,1,2.7,1,0,0,1,0,0,1
H0301583,Gdansk,Poland,Hall Rooms by Marble · Gdansk,East Side,3,4.2,151,9296,0,1,4.4,1,1,0,1,0,1,1
H0301584,Gdansk,Poland,Meadow Riverside Rooms · Gdansk,Riverside,4,4.6,183,9433,1,1,6.1,1,0,0,0,0,0,1
H0301585,Gdansk,Poland,University District Meridian Hall · Gdansk,University District,5,4.6,221,70,1,1,7.8,1,1,0,1,1,0,1
H0301586,Gdansk,Poland,The Moonlight Hall Rooms · Gdansk,Business District,1,3.7,224,207,0,1,9.5,1,0,1,1,1,0,1
H0301587,Gdansk,Poland,Northlight & Hall Rooms · Gdansk,East Side,2,3.9,199,344,1,1,11.2,1,1,0,1,0,0,1
H0301588,Gdansk,Poland,Hall Rooms by Olive · Gdansk,Riverside,3,3.8,156,481,1,1,0.9,1,0,0,0,0,0,0
H0301589,Gdansk,Poland,Orchid University District Rooms · Gdansk,University District,4,4.1,194,618,0,1,2.6,1,1,0,1,0,0,1
H0301590,Gdansk,Poland,Business District Pearl Hall · Gdansk,Business District,5,4.4,240,755,1,1,4.3,1,0,0,1,0,1,1
H0301591,Gdansk,Poland,The Pine Hall Rooms · Gdansk,East Side,1,3.4,212,892,1,1,6.0,1,1,1,1,1,0,1
H0301592,Gdansk,Poland,Raven & Hall Rooms · Gdansk,Riverside,2,4.0,151,1029,0,1,7.7,1,0,0,0,1,0,1
H0301593,Gdansk,Poland,Hall Rooms by Rosewood · Gdansk,University District,3,4.4,193,1166,1,1,9.4,1,1,0,1,0,0,1
H0301594,Gdansk,Poland,Saffron Business District Rooms · Gdansk,Business District,4,4.1,170,1303,1,1,11.1,1,0,0,1,0,0,1
H0301595,Gdansk,Poland,East Side Silver Hall · Gdansk,East Side,5,4.2,199,1440,0,1,0.8,1,1,0,1,0,0,1
H0301596,Gdansk,Poland,The Solstice Hall Rooms · Gdansk,Riverside,1,3.3,131,1577,1,1,2.5,1,0,1,0,0,0,0
H0301597,Gdansk,Poland,Stone & Hall Rooms · Gdansk,University District,2,3.7,237,1714,1,1,4.2,1,1,0,1,1,1,1
H0301598,Gdansk,Poland,Hall Rooms by Sunrise · Gdansk,Business District,3,4.0,187,1851,0,1,5.9,1,0,0,1,1,0,1
H0301599,Gdansk,Poland,Terrace East Side Rooms · Gdansk,East Side,4,4.4,213,1988,1,1,7.6,1,1,0,1,0,0,1
H0301600,Gdansk,Poland,Riverside Velvet Hall · Gdansk,Riverside,5,4.6,227,2125,1,1,9.3,1,0,0,0,0,0,1
H0301601,Gdansk,Poland,The Willow Hall Rooms · Gdansk,University District,1,3.6,153,2262,0,1,11.0,1,1,1,1,0,0,1
H0301602,Gdansk,Poland,Wren & Hall Rooms · Gdansk,Business District,2,4.2,234,2399,1,1,0.7,1,0,0,1,0,0,1
H0301603,Gdansk,Poland,Hall Rooms by Arcade · Gdansk,East Side,3,3.8,213,2536,1,1,2.4,1,1,0,1,1,0,1
H0301604,Gdansk,Poland,Belvedere Riverside Rooms · Gdansk,Riverside,4,4.0,162,2673,0,1,4.1,1,0,0,0,1,1,0
H0301605,Gdansk,Poland,University District Canvas Hall · Gdansk,University District,5,4.3,171,2810,1,1,5.8,1,1,0,1,0,0,1
H0301606,Gdansk,Poland,The Courtyard Hall Rooms · Gdansk,Business District,1,3.9,176,2947,1,1,7.5,1,0,1,1,0,0,1
H0301607,Gdansk,Poland,Foundry & Hall Rooms · Gdansk,East Side,2,4.0,212,3084,0,1,9.2,1,1,0,1,0,0,1
H0301608,Gdansk,Poland,Hall Rooms by Gallery · Gdansk,Riverside,3,4.3,208,3221,1,1,10.9,1,0,0,0,0,0,1
H0301609,Gdansk,Poland,Hearth University District Rooms · Gdansk,University District,4,4.4,186,3358,1,1,0.6,1,1,0,1,1,0,1
H0301610,Gdansk,Poland,Business District Mosaic Hall · Gdansk,Business District,5,4.7,259,3495,0,1,2.3,1,0,0,1,1,0,1
H0301611,Gdansk,Poland,The Pavilion Hall Rooms · Gdansk,East Side,1,3.6,159,3632,1,1,4.0,1,1,1,1,0,1,1
H0301612,Gdansk,Poland,Quayside & Hall Rooms · Gdansk,Riverside,2,3.5,133,3769,1,1,5.7,1,0,0,0,0,0,0
H0301613,Gdansk,Poland,Hall Rooms by Regent · Gdansk,University District,3,4.3,140,3906,0,1,7.4,1,1,0,1,0,0,1
H0301614,Gdansk,Poland,Riverview Business District Rooms · Gdansk,Business District,4,4.7,167,4043,1,1,9.1,1,0,0,1,0,0,1
H0301615,Gdansk,Poland,East Side Vantage Hall · Gdansk,East Side,5,4.9,244,4180,1,1,10.8,1,1,0,1,1,0,1
H0301616,Gdansk,Poland,The Voyager Hall Rooms · Gdansk,Riverside,1,3.3,220,4317,0,1,0.5,1,0,1,0,1,0,1
H0301617,Gdansk,Poland,Amber & Corner Rooms · Gdansk,University District,2,4.1,216,4454,1,1,2.2,1,1,0,1,0,0,1
H0301618,Gdansk,Poland,Corner Rooms by Atlas · Gdansk,Business District,3,4.4,163,4591,1,1,3.9,1,0,0,1,0,1,1
H0301619,Gdansk,Poland,Aurora East Side Rooms · Gdansk,East Side,4,4.3,220,4728,0,1,5.6,1,1,0,1,0,0,1
H0301620,Gdansk,Poland,Riverside Bluebird Corner · Gdansk,Riverside,5,4.7,283,4865,1,1,7.3,1,0,0,0,0,0,0
H0301621,Gdansk,Poland,The Canopy Corner Rooms · Gdansk,University District,1,3.3,119,5002,1,1,9.0,1,1,1,1,1,0,1
H0301622,Gdansk,Poland,Cedar & Corner Rooms · Gdansk,Business District,2,3.5,159,5139,0,1,10.7,1,0,0,1,1,0,1
H0301623,Gdansk,Poland,Corner Rooms by Copper · Gdansk,East Side,3,4.4,236,5276,1,1,0.4,1,1,0,1,0,0,1
H0301624,Gdansk,Poland,Crown Riverside Rooms · Gdansk,Riverside,4,4.5,249,5413,1,1,2.1,1,0,0,0,0,0,1
H0301625,Gdansk,Poland,University District Dawn Corner · Gdansk,University District,5,4.4,264,5550,0,1,3.8,1,1,0,1,0,1,1
H0301626,Gdansk,Poland,The Ember Corner Rooms · Gdansk,Business District,1,3.4,193,5687,1,1,5.5,1,0,1,1,0,0,1
H0301627,Gdansk,Poland,Evergreen & Corner Rooms · Gdansk,East Side,2,3.6,193,5824,1,1,7.2,1,1,0,1,1,0,1
H0301628,Gdansk,Poland,Corner Rooms by Fern · Gdansk,Riverside,3,4.4,256,5961,0,1,8.9,1,0,0,0,1,0,0
H0301629,Gdansk,Poland,Golden University District Rooms · Gdansk,University District,4,4.0,242,6098,1,1,10.6,1,1,0,1,0,0,1
H0301630,Gdansk,Poland,Business District Harbour Corner · Gdansk,Business District,5,4.4,276,6235,1,1,0.3,1,0,0,1,0,0,1
H0301631,Gdansk,Poland,The Ivory Corner Rooms · Gdansk,East Side,1,3.8,145,6372,0,1,2.0,1,1,1,1,0,0,1
H0301632,Gdansk,Poland,Juniper & Corner Rooms · Gdansk,Riverside,2,3.7,182,6509,1,1,3.7,1,0,0,0,0,1,1
H0301633,Gdansk,Poland,Corner Rooms by Lantern · Gdansk,University District,3,4.4,171,6646,1,1,5.4,1,1,0,1,1,0,1
H0301634,Gdansk,Poland,Laurel Business District Rooms · Gdansk,Business District,4,4.1,173,6783,0,1,7.1,1,0,0,1,1,0,1
H0301635,Gdansk,Poland,East Side Linden Corner · Gdansk,East Side,5,4.5,264,6920,1,1,8.8,1,1,0,1,0,0,1
H0301636,Gdansk,Poland,The Marble Corner Rooms · Gdansk,Riverside,1,3.9,160,7057,1,1,10.5,1,0,1,0,0,0,0
H0301637,Gdansk,Poland,Meadow & Corner Rooms · Gdansk,University District,2,3.8,127,7194,0,1,0.2,1,1,0,1,0,0,1
H0301638,Gdansk,Poland,Corner Rooms by Meridian · Gdansk,Business District,3,4.3,206,7331,1,1,1.9,1,0,0,1,0,0,1
H0301639,Gdansk,Poland,Moonlight East Side Rooms · Gdansk,East Side,4,4.5,172,7468,1,1,3.6,1,1,0,1,1,1,1
H0301640,Gdansk,Poland,Riverside Northlight Corner · Gdansk,Riverside,5,4.7,222,7605,0,1,5.3,1,0,0,0,1,0,1
H0301641,Gdansk,Poland,The Olive Corner Rooms · Gdansk,University District,1,3.9,218,7742,1,1,7.0,1,1,1,1,0,0,1
H0301642,Gdansk,Poland,Orchid & Corner Rooms · Gdansk,Business District,2,3.6,242,7879,1,1,8.7,1,0,0,1,0,0,1
H0301643,Gdansk,Poland,Corner Rooms by Pearl · Gdansk,East Side,3,4.4,234,8016,0,1,10.4,1,1,0,1,0,0,1
H0301644,Gdansk,Poland,Pine Riverside Rooms · Gdansk,Riverside,4,4.3,183,8153,1,1,0.1,1,0,0,0,0,0,0
H0301645,Gdansk,Poland,University District Raven Corner · Gdansk,University District,5,4.8,194,8290,1,1,1.8,1,1,0,1,1,0,1
H0301646,Gdansk,Poland,The Rosewood Corner Rooms · Gdansk,Business District,1,3.5,134,8427,0,1,3.5,1,0,1,1,1,1,1
H0301647,Gdansk,Poland,Saffron & Corner Rooms · Gdansk,East Side,2,4.0,226,8564,1,1,5.2,1,1,0,1,0,0,1
H0301648,Gdansk,Poland,Corner Rooms by Silver · Gdansk,Riverside,3,4.0,234,8701,1,1,6.9,1,0,0,0,0,0,1
H0301649,Gdansk,Poland,Solstice University District Rooms · Gdansk,University District,4,4.4,188,8838,0,1,8.6,1,1,0,1,0,0,1
H0301650,Gdansk,Poland,Business District Stone Corner · Gdansk,Business District,5,4.7,181,8975,1,1,10.3,1,0,0,1,0,0,1
H0301651,Gdansk,Poland,The Sunrise Corner Rooms · Gdansk,East Side,1,3.4,148,9112,1,1,12.0,1,1,1,1,1,0,1
H0301652,Gdansk,Poland,Terrace & Corner Rooms · Gdansk,Riverside,2,4.1,170,9249,0,1,1.7,1,0,0,0,1,0,0
H0301653,Gdansk,Poland,Corner Rooms by Velvet · Gdansk,University District,3,3.7,179,9386,1,1,3.4,1,1,0,1,0,1,1
H0301654,Gdansk,Poland,Willow Business District Rooms · Gdansk,Business District,4,4.0,203,9523,1,1,5.1,1,0,0,1,0,0,1
